Neighborhood,Year Built,Formatted SalePrice
OldTown,1941,"$52,500"
IDOTRR,1924,"$107,000"
IDOTRR,1910,"$116,500"
IDOTRR,1919,"$72,000"
IDOTRR,1937,"$119,500"
IDOTRR,1938,"$125,500"
IDOTRR,1922,"$91,000"
IDOTRR,1935,"$84,500"
IDOTRR,1930,"$90,000"
Sawyer,1951,"$137,500"
Sawyer,1964,"$150,000"
Sawyer,1950,"$131,000"
ClearCr,1958,"$130,000"
Edwards,1935,"$125,000"
SWISU,1936,"$80,000"
SWISU,2004,"$157,000"
Sawyer,1963,"$148,000"
Sawyer,1967,"$90,000"
Sawyer,1963,"$154,500"
Sawyer,1967,"$153,600"
Sawyer,1966,"$164,500"
Sawyer,1964,"$132,000"
Sawyer,1966,"$142,500"
Sawyer,1968,"$158,000"
Sawyer,1978,"$149,500"
Sawyer,1967,"$165,000"
Sawyer,1968,"$180,000"
Sawyer,1978,"$160,500"
Sawyer,1977,"$156,500"
Sawyer,1977,"$157,000"
Sawyer,1958,"$172,500"
Sawyer,1957,"$155,000"
Sawyer,1955,"$170,000"
Sawyer,1924,"$105,000"
Sawyer,1965,"$145,000"
Sawyer,1956,"$168,000"
ClearCr,1967,"$278,000"
ClearCr,1963,"$164,000"
ClearCr,1953,"$225,000"
Sawyer,1971,"$130,000"
Sawyer,1974,"$142,500"
ClearCr,1980,"$148,400"
ClearCr,1986,"$190,000"
Edwards,1954,"$146,000"
Edwards,1942,"$128,000"
Edwards,1948,"$225,000"
Edwards,1966,"$274,970"
Edwards,1928,"$235,000"
Edwards,1935,"$415,000"
Edwards,1962,"$182,000"
Edwards,1952,"$135,000"
Edwards,1955,"$137,000"
Edwards,1954,"$136,900"
Edwards,1953,"$149,900"
Edwards,1952,"$123,500"
Edwards,1954,"$93,000"
Edwards,1948,"$91,500"
SawyerW,1985,"$180,000"
SawyerW,1989,"$209,000"
SawyerW,1993,"$215,000"
SawyerW,1993,"$224,500"
CollgCr,2005,"$229,800"
CollgCr,2005,"$183,600"
CollgCr,2006,"$194,000"
CollgCr,2006,"$193,879"
CollgCr,2005,"$221,500"
CollgCr,2006,"$204,900"
CollgCr,2006,"$239,799"
CollgCr,2006,"$233,555"
CollgCr,2005,"$260,000"
CollgCr,2005,"$294,900"
CollgCr,2005,"$209,700"
CollgCr,2005,"$225,000"
CollgCr,2005,"$181,000"
SawyerW,1992,"$220,000"
ClearCr,1964,"$190,000"
ClearCr,1969,"$180,000"
ClearCr,1975,"$280,000"
ClearCr,1968,"$158,900"
CollgCr,1996,"$148,000"
CollgCr,1996,"$145,000"
CollgCr,1995,"$187,000"
CollgCr,1998,"$193,000"
CollgCr,1995,"$156,000"
CollgCr,2000,"$235,000"
CollgCr,1997,"$217,000"
CollgCr,1999,"$214,000"
CollgCr,1999,"$196,000"
CollgCr,1999,"$217,000"
CollgCr,2002,"$200,000"
CollgCr,2002,"$192,500"
CollgCr,2001,"$205,000"
CollgCr,1976,"$132,500"
CollgCr,1977,"$157,500"
CollgCr,1978,"$174,000"
CollgCr,1969,"$128,500"
CollgCr,1972,"$128,500"
CollgCr,1972,"$149,900"
CollgCr,1972,"$119,900"
Landmrk,1993,"$137,000"
CollgCr,2002,"$255,000"
CollgCr,2002,"$222,000"
CollgCr,1999,"$214,000"
CollgCr,2002,"$220,000"
CollgCr,2001,"$275,000"
CollgCr,2002,"$197,000"
CollgCr,2002,"$230,000"
CollgCr,1999,"$268,500"
CollgCr,1996,"$210,900"
CollgCr,1998,"$227,000"
CollgCr,1995,"$237,000"
CollgCr,1998,"$274,300"
CollgCr,2004,"$216,837"
CollgCr,2003,"$133,000"
CollgCr,2004,"$155,900"
CollgCr,2006,"$233,230"
CollgCr,2003,"$207,000"
CollgCr,2004,"$195,000"
CollgCr,2003,"$200,000"
CollgCr,2006,"$203,160"
CollgCr,2005,"$195,800"
CollgCr,2005,"$212,900"
CollgCr,2004,"$196,500"
CollgCr,2005,"$198,000"
CollgCr,2005,"$173,900"
CollgCr,2005,"$163,990"
CollgCr,2005,"$164,990"
Edwards,1910,"$98,000"
Edwards,1959,"$149,900"
Edwards,1951,"$102,000"
Edwards,1975,"$127,500"
Edwards,1975,"$127,500"
Edwards,1969,"$119,900"
Edwards,2003,"$196,500"
Edwards,2002,"$117,250"
Edwards,2003,"$229,000"
Edwards,2005,"$145,000"
Edwards,2005,"$140,000"
Edwards,2005,"$142,500"
Edwards,2004,"$134,000"
Edwards,2004,"$130,000"
Edwards,2004,"$130,000"
Edwards,2004,"$137,500"
Edwards,2004,"$130,000"
Edwards,1948,"$97,900"
Edwards,1915,"$92,000"
Edwards,1924,"$107,000"
Edwards,1910,"$81,000"
Edwards,1924,"$104,900"
Edwards,1955,"$115,000"
Edwards,1954,"$125,000"
Edwards,1918,"$116,000"
Edwards,1922,"$83,000"
SWISU,1912,"$118,500"
Edwards,1922,"$35,000"
Edwards,1910,"$121,000"
SWISU,1916,"$160,000"
SWISU,1940,"$140,000"
SWISU,1938,"$137,000"
SWISU,1945,"$128,000"
SWISU,1926,"$160,000"
Crawfor,1914,"$138,887"
SWISU,1920,"$149,000"
SWISU,1926,"$102,000"
Crawfor,1919,"$167,000"
Crawfor,1920,"$200,100"
SWISU,1939,"$131,000"
SWISU,1941,"$112,000"
Crawfor,1915,"$140,000"
Crawfor,1920,"$195,000"
Crawfor,1929,"$230,000"
Crawfor,1940,"$194,000"
Crawfor,1922,"$137,500"
Crawfor,1936,"$250,000"
Crawfor,1929,"$218,000"
Crawfor,1932,"$239,000"
Crawfor,1932,"$199,500"
Crawfor,1930,"$210,000"
Crawfor,1956,"$230,000"
Crawfor,1977,"$217,500"
Crawfor,1950,"$257,000"
Crawfor,1953,"$157,000"
Crawfor,1969,"$223,000"
IDOTRR,1942,"$102,000"
IDOTRR,1926,"$145,400"
IDOTRR,1925,"$72,000"
IDOTRR,1925,"$85,000"
IDOTRR,1936,"$106,500"
IDOTRR,1957,"$139,000"
IDOTRR,1920,"$108,000"
IDOTRR,1945,"$51,689"
IDOTRR,1949,"$35,311"
IDOTRR,1951,"$115,000"
IDOTRR,1916,"$78,000"
Crawfor,2005,"$375,000"
Crawfor,2004,"$300,000"
Mitchel,1979,"$242,500"
Mitchel,1978,"$145,000"
Mitchel,2001,"$209,000"
Mitchel,1977,"$135,000"
Mitchel,1975,"$148,000"
Mitchel,1988,"$171,000"
Timber,1989,"$335,000"
GrnHill,1986,"$230,000"
Timber,1958,"$250,764"
Timber,1981,"$228,000"
Timber,1987,"$176,000"
Timber,1990,"$180,000"
Timber,1990,"$250,000"
Timber,2000,"$202,000"
Timber,2002,"$312,500"
Timber,2005,"$320,000"
Timber,2005,"$369,900"
Timber,2005,"$359,900"
Mitchel,1951,"$81,500"
Mitchel,1997,"$215,000"
Mitchel,1998,"$164,000"
Mitchel,1998,"$153,500"
Mitchel,2006,"$84,500"
MeadowV,1977,"$104,500"
MeadowV,1977,"$127,000"
MeadowV,1973,"$151,400"
Mitchel,1968,"$126,500"
Mitchel,1970,"$146,500"
MeadowV,1970,"$73,000"
MeadowV,1972,"$79,400"
Mitchel,1969,"$140,000"
MeadowV,1970,"$92,000"
MeadowV,1970,"$87,550"
MeadowV,1970,"$79,500"
MeadowV,1970,"$90,500"
MeadowV,1970,"$71,000"
Mitchel,1976,"$150,900"
Mitchel,1976,"$188,000"
Mitchel,1977,"$160,000"
Mitchel,1960,"$131,000"
Mitchel,1984,"$142,500"
Mitchel,1983,"$131,000"
Mitchel,1992,"$132,000"
Mitchel,1974,"$170,000"
Mitchel,1993,"$188,000"
